Age	Attrition	BusinessTravel	Department	DistanceFromHome	Education	EnvironmentSatisfaction	Gender	JobInvolvement	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	NumCompaniesWorked	OverTime	RelationshipSatisfaction	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	PCA_Years	PCA_Performance_and_Percent
45	0	Travel_Rarely	Research & Development	1	4	1	Male	3	Healthcare Representative	2	Divorced	7441	1	No	1	10	4	3	1.8628916947	-0.921687131
35	0	Travel_Rarely	Sales	28	4	2	Female	2	Sales Representative	3	Married	2430	0	No	1	6	5	3	-0.4029768566	3.1646260383
32	0	Travel_Rarely	Research & Development	5	2	4	Female	2	Research Scientist	2	Married	5878	3	No	1	12	2	3	-0.3581801949	-0.921687131
36	0	Travel_Rarely	Sales	2	4	3	Male	3	Sales Representative	4	Single	2644	3	Yes	4	7	3	2	-1.1296344406	2.7780908176
48	0	Travel_Rarely	Sales	16	4	3	Female	3	Sales Executive	3	Divorced	6439	8	No	3	18	2	3	1.5471863248	-0.5351519103
29	0	Travel_Rarely	Research & Development	9	3	3	Male	4	Research Scientist	3	Married	2451	6	No	1	5	2	2	-2.0085850468	0.2379185311
33	0	Travel_Rarely	Sales	8	4	1	Male	3	Sales Executive	1	Married	6392	2	No	4	8	6	1	-1.0797994639	-0.7284195206
30	1	Travel_Rarely	Sales	1	3	2	Male	2	Sales Executive	1	Married	9714	1	No	4	10	4	3	1.7259076233	-1.1149547413
38	0	Travel_Frequently	Human Resources	10	4	3	Male	3	Human Resources	3	Married	6077	3	No	3	10	2	3	-0.726779976	-1.1149547413
35	0	Travel_Rarely	Research & Development	1	3	4	Male	2	Laboratory Technician	1	Single	2450	1	No	2	3	3	3	-1.4124488019	0.4311861414
30	0	Travel_Rarely	Sales	29	4	3	Male	3	Sales Executive	2	Married	9250	3	No	2	9	3	3	-0.9000583538	-0.921687131
35	1	Travel_Rarely	Research & Development	2	3	1	Female	3	Laboratory Technician	1	Divorced	2074	1	Yes	4	1	2	3	-2.0085850468	-0.921687131
53	1	Travel_Rarely	Research & Development	2	5	3	Female	2	Manufacturing Director	4	Married	10169	0	No	2	34	4	3	3.1888632467	-0.1486166896
38	1	Travel_Rarely	Research & Development	2	3	3	Male	3	Manufacturing Director	2	Married	4855	4	No	1	7	2	3	-0.670482267	-1.1149547413
32	0	Non-Travel	Research & Development	1	4	4	Male	3	Research Scientist	1	Married	4087	4	No	2	9	3	2	-0.4439656147	-0.5351519103
48	0	Travel_Rarely	Research & Development	15	4	3	Female	3	Research Scientist	1	Married	2367	8	No	4	10	3	2	0.6977234294	-0.921687131
34	0	Travel_Rarely	Research & Development	7	4	1	Male	3	Research Scientist	4	Single	2972	1	No	3	1	4	1	-2.0085850468	-0.7284195206
55	0	Travel_Rarely	Sales	26	5	3	Male	2	Manager	4	Married	19586	1	No	3	36	3	3	4.0155953899	2.7780908176
34	0	Travel_Rarely	Research & Development	1	4	2	Male	3	Research Scientist	4	Married	5484	9	No	2	9	3	2	-1.222226456	0.0446509207
26	0	Travel_Rarely	Research & Development	3	3	1	Female	3	Research Scientist	4	Married	2061	1	No	1	1	5	3	-2.0085850468	2.7780908176
38	0	Travel_Rarely	Sales	14	3	3	Male	3	Sales Executive	2	Married	9924	0	No	4	10	3	3	1.7757426001	-1.1149547413
38	0	Travel_Rarely	Sales	16	3	2	Female	3	Sales Executive	2	Single	4198	2	No	2	8	5	4	-1.1296344406	-0.921687131
36	0	Travel_Rarely	Sales	1	4	2	Female	3	Sales Executive	3	Single	6815	6	No	1	15	5	3	-2.0085850468	-0.7284195206
29	0	Travel_Rarely	Research & Development	3	1	2	Male	3	Laboratory Technician	1	Single	4723	1	Yes	4	10	3	3	0.8975404628	0.2379185311
35	0	Travel_Rarely	Research & Development	10	4	1	Female	3	Healthcare Representative	3	Single	6142	3	Yes	3	10	4	3	-0.8074663384	-0.1486166896
39	0	Travel_Rarely	Sales	6	3	4	Male	4	Sales Executive	3	Married	8237	2	No	1	11	3	3	1.1762030573	-1.1149547413
29	0	Travel_Frequently	Research & Development	2	1	1	Male	3	Healthcare Representative	4	Divorced	8853	1	No	4	6	0	4	-0.4429458032	0.4311861414
50	0	Travel_Rarely	Sales	9	3	3	Male	3	Manager	3	Married	19331	4	Yes	3	27	2	3	-2.0085850468	-0.1486166896
23	0	Travel_Rarely	Research & Development	10	3	4	Male	4	Research Scientist	3	Married	2073	2	No	4	4	2	3	-1.0797994639	-0.1486166896
36	0	Travel_Frequently	Research & Development	6	4	1	Male	4	Laboratory Technician	1	Married	5562	3	Yes	4	9	3	3	-1.266618512	-0.7284195206
42	0	Travel_Rarely	Research & Development	9	2	4	Male	2	Manager	4	Single	19613	8	No	4	24	2	3	-1.8661580547	2.971358428
35	0	Travel_Rarely	Research & Development	28	3	2	Male	4	Laboratory Technician	3	Married	3407	1	No	4	10	3	2	2.0097417961	0.0446509207
34	0	Travel_Frequently	Research & Development	10	4	4	Male	2	Healthcare Representative	3	Married	5063	1	No	2	8	3	2	0.8401504215	-0.5351519103
40	0	Travel_Rarely	Sales	14	2	4	Female	3	Sales Executive	1	Married	4639	1	No	3	5	2	3	-0.67252189	-0.3418843
43	0	Travel_Rarely	Research & Development	27	3	4	Male	4	Laboratory Technician	2	Divorced	4876	5	No	3	8	0	3	-0.7223568668	-0.921687131
35	0	Travel_Rarely	Research & Development	7	2	3	Male	2	Laboratory Technician	4	Married	2690	1	No	4	1	5	2	-1.8661580547	0.2379185311
46	0	Travel_Rarely	Sales	1	4	4	Male	4	Manager	1	Single	17567	1	No	2	27	5	1	1.8792662248	-0.3418843
28	1	Travel_Rarely	Research & Development	24	3	3	Male	3	Laboratory Technician	2	Married	2408	1	Yes	3	1	3	3	-1.8671778662	0.0446509207
22	0	Non-Travel	Research & Development	26	2	2	Female	2	Research Scientist	3	Married	2814	1	Yes	2	4	2	2	-0.9000583538	-0.5351519103
50	0	Travel_Frequently	Research & Development	20	5	2	Male	3	Healthcare Representative	3	Married	11245	2	Yes	3	32	3	3	5.1453558971	-0.3418843
32	0	Travel_Rarely	Research & Development	5	4	2	Female	4	Research Scientist	4	Married	3312	3	No	4	6	3	3	-1.266618512	0.0446509207
44	0	Travel_Rarely	Research & Development	7	3	2	Female	3	Research Director	4	Divorced	19049	0	Yes	4	23	4	2	2.3726501979	-0.5351519103
30	0	Travel_Rarely	Research & Development	7	3	2	Male	2	Research Scientist	2	Married	2141	1	No	2	6	3	2	-0.7277997875	-0.921687131
45	0	Travel_Rarely	Research & Development	5	5	3	Female	1	Laboratory Technician	1	Single	5769	1	Yes	1	10	3	3	0.4722991094	-0.5351519103
45	0	Non-Travel	Sales	26	3	1	Male	2	Sales Executive	1	Married	4385	1	No	1	10	2	3	1.0256783156	-0.3418843
31	0	Travel_Frequently	Sales	2	4	4	Male	3	Sales Executive	1	Single	5332	7	No	4	10	3	3	-0.9498933305	-0.7284195206
36	0	Travel_Rarely	Research & Development	12	4	3	Female	3	Manufacturing Director	3	Married	4663	9	Yes	2	7	2	3	-1.2720614327	-0.921687131
34	0	Travel_Frequently	Research & Development	10	4	3	Male	4	Manufacturing Director	4	Divorced	4724	1	No	1	9	3	3	0.9222004587	-0.7284195206
49	0	Travel_Rarely	Research & Development	25	4	3	Female	3	Laboratory Technician	1	Married	3211	1	No	4	10	3	2	0.2437428341	-0.5351519103
39	0	Travel_Rarely	Research & Development	10	5	2	Male	3	Manufacturing Director	1	Married	5377	2	No	4	10	3	3	1.4600372301	-0.7284195206
27	0	Travel_Rarely	Research & Development	19	3	4	Male	2	Laboratory Technician	1	Divorced	4066	1	No	1	7	3	3	0.5011487306	-1.1149547413
35	0	Travel_Rarely	Research & Development	18	5	2	Male	4	Research Scientist	1	Married	5208	1	No	4	16	2	3	2.9810130753	-1.1149547413
28	0	Travel_Rarely	Research & Development	27	3	2	Female	1	Manufacturing Director	1	Divorced	4877	0	No	2	6	5	2	-1.2357671263	2.7780908176
21	0	Travel_Rarely	Research & Development	5	1	3	Male	3	Research Scientist	4	Single	3117	1	No	3	3	2	3	-1.0797994639	0.2379185311
18	1	Travel_Frequently	Sales	3	2	2	Female	3	Sales Representative	4	Single	1569	1	Yes	3	0	2	4	-2.0957341415	-0.921687131
47	0	Travel_Rarely	Human Resources	26	4	4	Female	3	Manager	3	Married	19658	3	No	3	27	2	3	-1.2401902356	-1.1149547413
39	0	Travel_Rarely	Research & Development	3	2	3	Male	2	Laboratory Technician	3	Divorced	3069	0	No	4	11	3	3	0.9040031951	-0.3418843
40	0	Travel_Rarely	Research & Development	15	3	1	Female	2	Manufacturing Director	3	Married	10435	1	No	4	18	2	3	5.2209581766	-0.7284195206
35	0	Non-Travel	Research & Development	8	4	3	Female	3	Healthcare Representative	3	Married	4148	1	No	4	15	5	3	2.2356432426	-0.921687131
37	0	Travel_Rarely	Research & Development	19	3	3	Male	3	Manufacturing Director	3	Married	5768	3	No	1	9	2	2	-1.0380622367	0.0446509207
39	0	Travel_Frequently	Research & Development	4	3	1	Female	3	Manufacturing Director	3	Single	5042	0	No	4	10	2	1	0.5217902228	-0.7284195206
45	0	Travel_Rarely	Research & Development	2	2	4	Female	2	Manufacturing Director	4	Divorced	5770	1	No	1	10	3	3	1.4584022128	0.4311861414
38	0	Travel_Rarely	Research & Development	2	2	4	Female	2	Manufacturing Director	3	Married	7756	3	Yes	4	10	6	4	-0.8095059614	0.4311861414
35	1	Travel_Rarely	Sales	10	3	4	Male	2	Sales Executive	1	Married	10306	9	No	3	15	3	3	1.5559946848	0.0446509207
37	0	Travel_Rarely	Research & Development	10	3	2	Female	3	Research Scientist	2	Married	3936	1	No	1	8	2	1	1.1229647828	-1.1149547413
40	0	Travel_Rarely	Research & Development	16	3	3	Female	3	Manufacturing Director	4	Single	7945	6	Yes	4	18	2	2	-0.6260902111	-0.3418843
44	0	Travel_Frequently	Human Resources	1	5	1	Male	3	Human Resources	4	Married	5743	4	Yes	3	14	3	3	0.0504610538	-1.1149547413
48	0	Travel_Frequently	Research & Development	4	5	3	Male	2	Manager	4	Married	15202	2	No	2	23	3	3	-1.0797994639	3.551161259
35	1	Travel_Rarely	Sales	15	2	1	Male	1	Sales Executive	4	Divorced	5440	6	Yes	4	7	2	2	-1.0797994639	-0.5351519103
24	0	Travel_Frequently	Research & Development	2	1	1	Female	3	Research Scientist	4	Single	3760	1	Yes	3	6	2	3	-0.5843529839	-0.7284195206
27	0	Travel_Rarely	Research & Development	8	3	2	Female	4	Research Scientist	3	Married	3517	7	No	1	5	0	3	-1.266618512	0.0446509207
27	0	Travel_Frequently	Research & Development	2	3	4	Male	3	Research Scientist	4	Single	2580	2	No	3	6	0	2	-1.042485346	-0.7284195206
40	1	Travel_Rarely	Research & Development	7	3	1	Male	3	Laboratory Technician	1	Single	2166	3	Yes	2	10	3	1	-1.0370424252	-0.5351519103
29	0	Travel_Rarely	Sales	10	3	3	Male	2	Sales Executive	3	Single	5869	9	No	3	8	2	3	-0.670482267	-1.1149547413
36	0	Travel_Rarely	Research & Development	5	4	2	Female	3	Healthcare Representative	1	Married	8008	4	No	3	9	6	3	-1.266618512	-0.921687131
25	0	Travel_Frequently	Research & Development	2	1	4	Male	4	Manufacturing Director	3	Divorced	5206	1	No	3	7	6	3	0.5011487306	0.0446509207
39	0	Travel_Rarely	Research & Development	12	3	4	Male	3	Manufacturing Director	2	Married	5295	4	No	3	7	3	3	-0.9573758743	2.7780908176
49	0	Travel_Rarely	Research & Development	22	4	1	Female	3	Research Director	2	Married	16413	3	No	2	27	2	3	-1.042485346	-0.1486166896
50	0	Travel_Rarely	Research & Development	17	5	4	Female	2	Research Director	1	Divorced	13269	5	No	3	19	3	3	2.3835131555	-0.3418843
20	0	Travel_Rarely	Sales	2	3	3	Female	3	Sales Representative	3	Single	2783	1	No	1	2	3	3	-1.0797994639	0.4311861414
34	0	Travel_Rarely	Research & Development	3	3	4	Female	3	Research Scientist	2	Divorced	5433	1	No	3	11	2	3	2.2348947736	-0.921687131
36	0	Travel_Rarely	Research & Development	7	3	1	Male	3	Laboratory Technician	2	Single	2013	2	No	3	15	4	3	-0.7586511732	-1.1149547413
49	0	Travel_Rarely	Research & Development	6	1	3	Female	2	Healthcare Representative	3	Married	13966	2	Yes	2	30	3	3	2.7500733137	0.4311861414
36	0	Non-Travel	Research & Development	1	4	4	Female	2	Manufacturing Director	3	Married	4374	0	No	3	4	6	3	-1.1296344406	-0.3418843
36	0	Travel_Rarely	Research & Development	3	2	4	Male	4	Healthcare Representative	1	Divorced	6842	6	No	1	13	3	3	-0.5246519771	2.5848232073
54	0	Travel_Rarely	Research & Development	22	5	2	Female	3	Manager	3	Married	17426	3	No	3	36	6	3	1.4519394806	3.551161259
43	0	Travel_Rarely	Research & Development	15	2	3	Male	2	Research Director	3	Married	17603	1	No	1	14	3	3	2.9270263317	3.3578936487
35	1	Travel_Frequently	Sales	12	4	4	Male	3	Sales Executive	4	Single	4581	3	Yes	1	13	2	4	1.9544638986	3.3578936487
38	0	Travel_Frequently	Research & Development	1	3	4	Male	3	Research Scientist	4	Married	4735	7	No	4	19	4	4	2.148494148	-0.3418843
29	0	Travel_Rarely	Sales	5	3	1	Male	2	Sales Executive	2	Divorced	4187	1	Yes	2	10	3	2	0.0575997342	-0.7284195206
33	0	Travel_Rarely	Sales	2	4	4	Male	3	Sales Executive	4	Divorced	5505	1	No	3	6	5	3	-0.7203172438	-0.5351519103
32	0	Travel_Rarely	Research & Development	2	3	4	Male	3	Research Scientist	2	Divorced	5470	0	No	3	10	4	2	0.3871896377	-0.7284195206
31	0	Travel_Rarely	Sales	5	4	1	Female	3	Sales Executive	4	Married	5476	1	No	1	10	2	3	-0.9393892108	-1.1149547413
49	0	Travel_Rarely	Research & Development	16	3	4	Female	3	Laboratory Technician	1	Divorced	2587	4	Yes	2	17	2	2	-1.0797994639	-0.1486166896
38	0	Travel_Frequently	Research & Development	2	3	4	Female	2	Laboratory Technician	2	Single	2440	1	No	2	4	3	3	-0.4846830304	2.971358428
47	0	Travel_Rarely	Sales	2	4	2	Female	4	Manager	2	Divorced	15972	6	No	3	29	2	3	-1.1296344406	-0.5351519103
49	0	Travel_Rarely	Research & Development	1	3	3	Male	3	Manager	3	Single	15379	4	No	1	23	2	3	-0.4086911198	-0.5351519103
41	0	Travel_Rarely	Sales	23	2	4	Male	3	Sales Executive	3	Single	7082	3	Yes	4	21	2	3	-1.6365819679	-0.1486166896
20	0	Travel_Rarely	Sales	9	1	4	Male	3	Sales Representative	1	Single	2728	1	No	1	2	3	3	-1.3537676066	-1.1149547413
33	0	Non-Travel	Sales	16	3	3	Female	3	Sales Executive	4	Divorced	5368	1	Yes	3	7	2	3	-0.4439656147	3.551161259
36	0	Travel_Rarely	Research & Development	26	4	1	Male	3	Healthcare Representative	3	Married	5347	6	No	2	10	2	2	-1.266618512	-0.5351519103
44	0	Travel_Rarely	Human Resources	1	3	3	Female	3	Human Resources	4	Divorced	3195	4	Yes	1	8	2	3	-1.0797994639	0.2379185311
23	1	Travel_Rarely	Research & Development	8	1	4	Male	2	Laboratory Technician	3	Single	3989	1	Yes	1	5	2	3	-0.67252189	-1.1149547413
38	0	Travel_Rarely	Research & Development	4	2	4	Female	3	Laboratory Technician	3	Married	3306	7	No	4	7	5	2	-2.0957341415	0.4311861414
53	0	Travel_Rarely	Research & Development	24	4	2	Male	4	Healthcare Representative	4	Married	7005	3	No	3	11	2	3	-0.9010781653	-0.3418843
48	1	Travel_Frequently	Sales	7	2	4	Female	3	Sales Representative	3	Married	2655	2	Yes	3	19	3	3	1.6343354194	-1.1149547413
32	1	Travel_Rarely	Research & Development	2	4	4	Male	3	Laboratory Technician	2	Single	1393	1	No	1	1	2	3	-2.0085850468	-0.921687131
26	0	Non-Travel	Research & Development	7	3	4	Male	3	Laboratory Technician	4	Single	2570	1	No	3	7	5	3	1.1860690874	2.5848232073
55	0	Travel_Rarely	Research & Development	22	3	1	Male	2	Research Scientist	2	Divorced	3537	5	No	4	8	1	3	-1.042485346	-0.921687131
34	0	Travel_Rarely	Research & Development	5	2	2	Male	2	Laboratory Technician	4	Married	3986	1	No	3	15	3	4	3.0250612679	-0.5351519103
60	0	Travel_Rarely	Research & Development	1	4	3	Male	1	Healthcare Representative	4	Divorced	10883	3	No	3	19	2	4	-2.0085850468	2.5848232073
33	0	Travel_Rarely	Research & Development	21	3	2	Male	4	Laboratory Technician	2	Married	2028	1	No	4	14	6	3	2.8053512112	0.2379185311
37	0	Travel_Frequently	Sales	1	4	3	Male	1	Sales Executive	4	Divorced	9525	1	No	3	6	2	2	-0.5843529839	-0.5351519103
34	0	Travel_Rarely	Research & Development	19	3	2	Female	2	Research Scientist	4	Married	2929	1	No	2	10	3	3	2.1412829467	-0.921687131
23	1	Travel_Rarely	Sales	7	3	3	Male	3	Sales Representative	4	Divorced	2275	1	Yes	2	3	2	3	-1.266618512	2.7780908176
44	0	Travel_Rarely	Research & Development	2	3	3	Female	4	Healthcare Representative	4	Married	7879	1	Yes	2	9	2	3	1.4102022534	0.4311861414
35	0	Travel_Frequently	Research & Development	2	4	1	Male	2	Research Scientist	4	Single	4930	0	Yes	3	6	2	4	-0.3876679057	-0.5351519103
43	0	Travel_Rarely	Sales	2	3	4	Male	3	Sales Executive	4	Married	7847	1	Yes	1	10	3	3	2.2837099388	0.0446509207
24	0	Travel_Rarely	Research & Development	9	3	3	Male	4	Research Scientist	3	Married	4401	1	No	4	5	1	3	-0.6660591578	-0.1486166896
41	0	Travel_Rarely	Sales	6	3	4	Male	3	Sales Executive	3	Single	9241	1	No	2	10	3	3	1.9998757661	-0.921687131
29	0	Travel_Rarely	Research & Development	9	4	4	Female	3	Laboratory Technician	3	Married	2974	9	No	3	9	2	3	-0.8139290707	0.0446509207
36	0	Travel_Rarely	Sales	2	4	3	Female	3	Sales Representative	4	Single	4502	3	No	3	17	2	2	1.8459477266	-0.3418843
45	0	Non-Travel	Research & Development	1	1	3	Male	2	Healthcare Representative	3	Married	10748	3	No	4	25	3	2	4.5172877127	3.1646260383
24	1	Travel_Rarely	Human Resources	22	1	4	Male	1	Human Resources	3	Married	1555	1	No	3	1	2	3	-2.0085850468	-1.1149547413
47	1	Travel_Frequently	Sales	9	3	3	Male	1	Sales Executive	3	Married	12936	7	No	3	25	3	1	3.957777859	-1.1149547413
26	0	Travel_Rarely	Research & Development	17	4	4	Male	1	Laboratory Technician	3	Married	2305	1	No	3	3	3	4	-1.266618512	-0.3418843
45	0	Travel_Rarely	Research & Development	28	2	4	Female	2	Research Director	2	Single	16704	1	No	3	21	2	3	2.5332744536	-1.1149547413
32	0	Travel_Frequently	Research & Development	10	3	1	Male	3	Research Scientist	3	Married	3433	6	No	1	10	3	2	-0.8129092592	-0.7284195206
31	0	Travel_Rarely	Research & Development	2	4	2	Male	3	Laboratory Technician	3	Married	3477	1	No	4	6	2	4	-0.9498933305	-0.5351519103
41	0	Non-Travel	Human Resources	4	3	3	Male	1	Human Resources	2	Married	6430	6	No	2	10	4	3	-1.1296344406	0.4311861414
40	0	Travel_Rarely	Research & Development	8	2	2	Female	3	Manufacturing Director	1	Married	6516	2	Yes	2	18	3	3	-2.0085850468	-0.1486166896
24	0	Travel_Rarely	Research & Development	29	1	2	Male	3	Laboratory Technician	1	Divorced	3907	1	No	2	6	2	4	-0.8681871567	-0.7284195206
46	0	Travel_Rarely	Research & Development	13	4	3	Male	3	Healthcare Representative	2	Single	5562	6	No	4	19	3	3	1.0474499987	-0.5351519103
35	0	Travel_Rarely	Research & Development	27	4	4	Male	3	Manufacturing Director	3	Married	6883	2	No	2	17	3	3	0.5011487306	-0.1486166896
30	0	Travel_Rarely	Research & Development	16	1	2	Male	3	Research Scientist	4	Married	2862	1	No	2	10	2	2	-0.084827258	-0.921687131
47	0	Non-Travel	Sales	2	4	3	Male	3	Sales Executive	2	Married	4978	7	No	4	4	3	1	-2.0085850468	-1.1149547413
46	0	Travel_Rarely	Sales	2	3	3	Male	3	Sales Executive	4	Divorced	10368	4	Yes	2	13	5	2	0.0514808652	-0.921687131
36	1	Travel_Rarely	Sales	13	5	2	Male	2	Sales Executive	1	Divorced	6134	5	Yes	2	16	3	3	-1.0797994639	-0.7284195206
32	1	Travel_Rarely	Sales	1	2	1	Male	1	Sales Executive	2	Single	6735	6	No	2	10	2	3	-2.0957341415	-0.3418843
23	0	Travel_Rarely	Research & Development	4	1	3	Female	3	Laboratory Technician	2	Single	3295	1	No	3	3	3	1	-1.1296344406	-0.7284195206
31	0	Travel_Frequently	Research & Development	24	1	4	Female	3	Manufacturing Director	4	Single	5238	2	No	4	9	3	2	-0.3876679057	2.5848232073
39	0	Non-Travel	Research & Development	1	3	4	Male	3	Laboratory Technician	4	Married	6472	1	Yes	4	9	2	3	1.6442014495	-0.3418843
32	0	Travel_Rarely	Sales	19	3	4	Male	1	Sales Executive	3	Married	9610	3	No	3	10	2	1	-1.0380622367	-0.7284195206
40	0	Travel_Rarely	Sales	7	4	2	Male	3	Manager	2	Single	19833	1	No	2	21	3	2	3.6488790847	-0.5351519103
45	0	Travel_Rarely	Human Resources	4	3	3	Female	1	Human Resources	3	Married	9756	4	No	3	9	2	4	-1.2327076919	2.7780908176
30	0	Travel_Frequently	Research & Development	2	4	4	Female	2	Research Scientist	1	Single	4968	0	No	4	10	2	3	0.6754469198	-0.1486166896
24	0	Travel_Frequently	Human Resources	10	3	1	Male	3	Human Resources	4	Married	2145	0	No	4	3	2	3	-1.222226456	-0.5351519103
30	1	Travel_Frequently	Human Resources	8	3	3	Female	2	Human Resources	4	Divorced	2180	6	No	3	6	0	2	-1.042485346	-1.1149547413
31	0	Travel_Rarely	Sales	5	3	1	Male	3	Sales Executive	3	Married	8346	1	No	3	6	3	3	-1.0923203227	0.4311861414
27	0	Travel_Rarely	Research & Development	8	3	3	Female	3	Research Scientist	4	Single	3445	1	No	3	6	5	2	-0.5833331724	-1.1149547413
29	1	Travel_Rarely	Sales	9	3	2	Female	1	Sales Representative	2	Single	2760	1	No	3	2	3	3	-1.0797994639	-0.7284195206
29	0	Travel_Frequently	Research & Development	1	3	4	Male	4	Healthcare Representative	3	Single	6294	8	Yes	4	10	5	4	-1.266618512	-0.921687131
30	0	Travel_Rarely	Sales	15	2	3	Male	2	Sales Executive	1	Divorced	7140	2	No	1	12	2	3	0.6381328019	-1.1149547413
34	0	Travel_Rarely	Research & Development	2	4	4	Male	4	Research Scientist	4	Married	2932	0	Yes	1	6	3	3	-1.2381506126	-0.5351519103
33	0	Non-Travel	Sales	2	3	4	Female	3	Sales Executive	2	Single	5147	8	No	4	13	2	2	0.9867291805	-0.3418843
49	0	Travel_Rarely	Sales	11	4	4	Female	3	Sales Executive	4	Single	4507	3	No	3	8	1	4	-0.9488735191	-0.921687131
33	1	Travel_Rarely	Sales	16	3	1	Female	3	Sales Executive	1	Single	8564	2	Yes	3	11	2	2	-2.0957341415	2.5848232073
38	0	Travel_Frequently	Research & Development	2	2	3	Female	2	Laboratory Technician	2	Married	2468	4	No	2	9	4	2	-0.7192974323	-0.5351519103
31	1	Travel_Rarely	Sales	16	4	1	Male	3	Sales Executive	3	Married	8161	2	No	1	10	2	3	-2.0085850468	-0.7284195206
29	0	Travel_Rarely	Research & Development	4	3	4	Female	2	Research Scientist	1	Divorced	2109	1	No	3	1	2	3	-2.0085850468	-0.7284195206
30	0	Travel_Rarely	Research & Development	16	3	3	Male	4	Healthcare Representative	3	Married	5294	3	No	3	10	3	3	-0.3517174626	-0.1486166896
32	0	Non-Travel	Research & Development	5	4	2	Male	3	Research Scientist	2	Single	2718	2	No	2	12	3	3	0.5011487306	-0.5351519103
38	0	Travel_Rarely	Research & Development	18	3	2	Male	1	Healthcare Representative	4	Married	5811	3	Yes	3	15	2	3	-1.8716009755	-0.1486166896
43	1	Travel_Frequently	Research & Development	17	3	3	Male	2	Research Scientist	3	Married	2437	9	Yes	4	6	4	3	-2.0085850468	-0.1486166896
42	0	Travel_Rarely	Research & Development	12	3	2	Male	3	Laboratory Technician	2	Divorced	2766	8	No	2	7	6	2	-0.6660591578	2.971358428
55	0	Travel_Rarely	Research & Development	2	3	3	Male	2	Research Director	1	Married	19038	8	No	2	34	2	3	-2.0085850468	-0.921687131
33	0	Non-Travel	Research & Development	4	3	4	Male	3	Research Scientist	2	Divorced	3055	5	No	4	11	2	2	0.9538381718	-0.3418843
41	0	Travel_Rarely	Research & Development	9	4	3	Male	3	Laboratory Technician	1	Divorced	2289	1	No	2	5	2	3	-0.6660591578	2.5848232073
34	0	Non-Travel	Sales	10	3	4	Male	3	Sales Executive	3	Divorced	4001	1	Yes	3	15	3	3	2.1881917522	-0.5351519103
53	0	Non-Travel	Research & Development	1	4	1	Female	2	Manufacturing Director	3	Married	12965	4	Yes	4	27	2	2	-1.266618512	2.5848232073
43	0	Travel_Rarely	Human Resources	2	3	2	Male	3	Human Resources	4	Single	3539	0	No	2	10	5	3	0.9548579833	-0.7284195206
34	0	Travel_Rarely	Sales	3	2	4	Female	1	Sales Executive	4	Single	6029	5	No	1	6	3	3	-1.0797994639	-0.921687131
21	1	Travel_Rarely	Sales	7	1	2	Male	3	Sales Representative	2	Single	2679	1	No	2	1	3	3	-1.8716009755	-0.7284195206
38	0	Travel_Rarely	Research & Development	6	2	4	Female	2	Laboratory Technician	3	Married	3702	1	No	2	5	3	3	-0.5246519771	-1.1149547413
22	1	Travel_Rarely	Research & Development	8	1	3	Female	3	Laboratory Technician	1	Married	2398	1	Yes	3	1	6	3	-2.0085850468	0.0446509207
31	0	Travel_Rarely	Sales	29	4	1	Female	2	Sales Executive	4	Married	5468	1	No	1	13	3	3	1.6218145606	-0.5351519103
51	0	Travel_Rarely	Research & Development	3	3	1	Female	3	Manager	3	Married	13116	2	No	4	15	2	3	-1.0797994639	-1.1149547413
37	0	Travel_Rarely	Sales	9	2	2	Male	2	Sales Executive	2	Married	4189	1	No	1	5	2	3	-0.9498933305	-0.5351519103
46	0	Travel_Rarely	Research & Development	2	4	3	Male	3	Research Director	4	Divorced	19328	7	Yes	3	24	3	3	-1.2212066445	0.0446509207
36	0	Travel_Rarely	Research & Development	10	3	4	Male	3	Healthcare Representative	1	Married	8321	7	Yes	4	15	1	3	1.7632217412	-0.7284195206
44	1	Travel_Frequently	Research & Development	1	2	3	Male	3	Research Scientist	2	Divorced	2342	1	Yes	3	6	2	2	-0.5345180072	-0.921687131
37	0	Travel_Rarely	Human Resources	8	2	3	Male	3	Human Resources	2	Divorced	4071	2	No	3	19	4	2	0.3206820354	-0.7284195206
35	1	Travel_Rarely	Sales	27	3	3	Male	3	Sales Executive	4	Single	5813	1	Yes	4	10	2	3	1.721484514	0.2379185311
33	0	Travel_Rarely	Research & Development	8	4	4	Male	4	Research Scientist	1	Married	3143	6	No	2	14	1	3	1.7204647025	0.4311861414
28	0	Travel_Rarely	Research & Development	1	3	3	Male	3	Research Scientist	4	Married	2044	1	No	3	5	6	4	-0.8084861499	-1.1149547413
39	0	Travel_Rarely	Research & Development	10	1	3	Male	3	Research Director	3	Single	13464	7	No	3	9	3	3	-0.7640940939	2.7780908176
46	0	Non-Travel	Sales	26	2	2	Male	2	Sales Executive	2	Single	7991	8	No	3	6	3	3	-1.0797994639	-0.3418843
40	0	Travel_Rarely	Research & Development	2	2	3	Female	3	Laboratory Technician	1	Married	3377	4	No	4	7	5	2	-1.0380622367	0.0446509207
42	0	Travel_Rarely	Research & Development	13	3	2	Male	4	Healthcare Representative	1	Married	5538	5	No	3	10	2	2	-2.0957341415	0.2379185311
35	0	Non-Travel	Research & Development	2	2	2	Male	3	Manufacturing Director	4	Divorced	5762	2	No	3	15	6	3	0.6381328019	-0.5351519103
